customer_id,customer_name,customer_segment,city,state,country,industry
CUST00349,Meera Retail 349,SMB,Pune,Maharashtra,India,Electronics
CUST00350,Aarav Systems 350,SMB,Kochi,Kerala,India,Automotive
CUST00351,Aditya Retail 351,Enterprise,Lucknow,Uttar Pradesh,India,Safety
CUST00352,Meera Solutions 352,Retail,Bengaluru,Karnataka,India,Packaging
CUST00353,Riya Systems 353,SMB,Kolkata,West Bengal,India,Industrial
CUST00354,Aarav Enterprises 354,Enterprise,Pune,Maharashtra,India,Safety
CUST00355,Kabir Trading 355,Enterprise,Indore,Madhya Pradesh,India,IT
CUST00356,Ishaan Solutions 356,Retail,Chennai,Tamil Nadu,India,IT
CUST00357,Ishaan Retail 357,Enterprise,Pune,Maharashtra,India,Packaging
CUST00358,Aarav Industries 358,Retail,Hyderabad,Telangana,India,Automotive
CUST00359,Aditya Systems 359,SMB,Mumbai,Maharashtra,India,Safety
CUST00360,Kabir Solutions 360,SMB,Bengaluru,Karnataka,India,Automotive
CUST00361,Anaya Systems 361,SMB,Kochi,Kerala,India,Electronics
CUST00362,Ishaan Solutions 362,SMB,Delhi,Delhi,India,Industrial
CUST00363,Riya Systems 363,Retail,Mumbai,Maharashtra,India,Packaging
CUST00364,Riya Enterprises 364,SMB,Mumbai,Maharashtra,India,IT
CUST00365,Ishaan Enterprises 365,SMB,Kolkata,West Bengal,India,Safety
CUST00366,Aditya Retail 366,Retail,Kochi,Kerala,India,Safety
CUST00367,Vivaan Industries 367,Enterprise,Jaipur,Rajasthan,India,Automotive
CUST00368,Aditya Trading 368,Enterprise,Jaipur,Rajasthan,India,Electronics
CUST00369,Vivaan Retail 369,Enterprise,Hyderabad,Telangana,India,Industrial
CUST00370,Vivaan Solutions 370,SMB,Mumbai,Maharashtra,India,Automotive
CUST00371,Vivaan Retail 371,SMB,Mumbai,Maharashtra,India,Safety
CUST00372,Ishaan Retail 372,Enterprise,Delhi,Delhi,India,Safety
CUST00373,Riya Systems 373,Retail,Kochi,Kerala,India,IT
CUST00374,Vivaan Systems 374,Retail,Ahmedabad,Gujarat,India,Industrial
CUST00375,Meera Industries 375,Enterprise,Bengaluru,Karnataka,India,Safety
CUST00376,Vivaan Systems 376,Retail,Indore,Madhya Pradesh,India,Industrial
CUST00377,Meera Solutions 377,Enterprise,Bengaluru,Karnataka,India,IT
CUST00378,Anaya Systems 378,SMB,Jaipur,Rajasthan,India,Industrial
CUST00379,Aarav Industries 379,Enterprise,Delhi,Delhi,India,Automotive
CUST00380,Anaya Systems 380,Retail,Pune,Maharashtra,India,Electronics
CUST00381,Aarav Trading 381,Enterprise,Kolkata,West Bengal,India,Automotive
CUST00382,Ishaan Industries 382,Retail,Chennai,Tamil Nadu,India,IT
CUST00383,Ishaan Industries 383,Enterprise,Jaipur,Rajasthan,India,Industrial
CUST00384,Ishaan Industries 384,Retail,Mumbai,Maharashtra,India,Safety
CUST00385,Anaya Systems 385,SMB,Pune,Maharashtra,India,Packaging
CUST00386,Meera Solutions 386,SMB,Hyderabad,Telangana,India,Safety
CUST00387,Ishaan Enterprises 387,SMB,Ahmedabad,Gujarat,India,Electronics
CUST00388,Aditya Trading 388,SMB,Lucknow,Uttar Pradesh,India,Electronics
CUST00389,Kabir Trading 389,Retail,Bengaluru,Karnataka,India,Electronics
CUST00390,Meera Retail 390,Retail,Kochi,Kerala,India,Automotive
CUST00391,Ishaan Trading 391,Enterprise,Lucknow,Uttar Pradesh,India,IT
CUST00392,Meera Trading 392,SMB,Ahmedabad,Gujarat,India,Electronics
CUST00393,Ishaan Trading 393,Enterprise,Hyderabad,Telangana,India,Electronics
CUST00394,Kabir Systems 394,SMB,Bengaluru,Karnataka,India,Electronics
CUST00395,Aditya Retail 395,SMB,Delhi,Delhi,India,IT
CUST00396,Meera Industries 396,SMB,Chennai,Tamil Nadu,India,Industrial
CUST00397,Aditya Trading 397,SMB,Ahmedabad,Gujarat,India,IT
CUST00398,Aarav Enterprises 398,Retail,Bengaluru,Karnataka,India,Electronics
CUST00399,Kabir Trading 399,Retail,Pune,Maharashtra,India,IT
CUST00400,Aditya Systems 400,SMB,Chennai,Tamil Nadu,India,Packaging
CUST00401,Anaya Solutions 401,Enterprise,Delhi,Delhi,India,Safety
CUST00402,Meera Retail 402,Retail,Ahmedabad,Gujarat,India,Industrial
CUST00403,Kabir Industries 403,Retail,Chennai,Tamil Nadu,India,Industrial
CUST00404,Meera Solutions 404,Retail,Hyderabad,Telangana,India,Industrial
CUST00405,Kabir Industries 405,Enterprise,Lucknow,Uttar Pradesh,India,Safety
CUST00406,Riya Industries 406,Enterprise,Jaipur,Rajasthan,India,Safety
CUST00407,Kabir Systems 407,SMB,Bengaluru,Karnataka,India,IT
CUST00408,Meera Systems 408,Enterprise,Bengaluru,Karnataka,India,Electronics
CUST00409,Aditya Systems 409,Retail,Hyderabad,Telangana,India,IT
CUST00410,Vivaan Systems 410,SMB,Lucknow,Uttar Pradesh,India,Industrial
CUST00411,Meera Enterprises 411,SMB,Mumbai,Maharashtra,India,Packaging
CUST00412,Aarav Enterprises 412,Enterprise,Pune,Maharashtra,India,IT
CUST00413,Aditya Solutions 413,Enterprise,Indore,Madhya Pradesh,India,Safety
CUST00414,Aditya Retail 414,SMB,Kolkata,West Bengal,India,Packaging
CUST00415,Vivaan Solutions 415,Enterprise,Kolkata,West Bengal,India,Electronics
CUST00416,Vivaan Trading 416,SMB,Jaipur,Rajasthan,India,Industrial
CUST00417,Aarav Trading 417,SMB,Indore,Madhya Pradesh,India,Industrial
CUST00418,Anaya Solutions 418,SMB,Jaipur,Rajasthan,India,Packaging
CUST00419,Kabir Solutions 419,SMB,Lucknow,Uttar Pradesh,India,Packaging
CUST00420,Aditya Industries 420,SMB,Delhi,Delhi,India,Electronics
CUST00421,Meera Enterprises 421,Retail,Chennai,Tamil Nadu,India,Packaging
CUST00422,Vivaan Solutions 422,SMB,Jaipur,Rajasthan,India,IT
CUST00423,Aarav Trading 423,Enterprise,Pune,Maharashtra,India,Automotive
CUST00424,Ishaan Trading 424,Retail,Indore,Madhya Pradesh,India,Electronics
CUST00425,Riya Industries 425,Enterprise,Ahmedabad,Gujarat,India,Industrial
CUST00426,Ishaan Trading 426,Retail,Hyderabad,Telangana,India,IT
CUST00427,Vivaan Trading 427,SMB,Ahmedabad,Gujarat,India,Safety
CUST00428,Riya Trading 428,Retail,Ahmedabad,Gujarat,India,Safety
CUST00429,Vivaan Solutions 429,Retail,Pune,Maharashtra,India,Automotive
CUST00430,Aarav Trading 430,SMB,Jaipur,Rajasthan,India,Automotive
CUST00431,Aarav Industries 431,Retail,Kochi,Kerala,India,IT
CUST00432,Kabir Industries 432,SMB,Mumbai,Maharashtra,India,Industrial
CUST00433,Riya Systems 433,SMB,Hyderabad,Telangana,India,Electronics
CUST00434,Riya Systems 434,Enterprise,Ahmedabad,Gujarat,India,Electronics
CUST00435,Vivaan Trading 435,SMB,Bengaluru,Karnataka,India,Safety
CUST00436,Anaya Solutions 436,Enterprise,Hyderabad,Telangana,India,Electronics
CUST00437,Aarav Retail 437,SMB,Chennai,Tamil Nadu,India,Automotive
CUST00438,Ishaan Systems 438,SMB,Lucknow,Uttar Pradesh,India,Safety
CUST00439,Riya Enterprises 439,SMB,Hyderabad,Telangana,India,Automotive
CUST00440,Vivaan Retail 440,SMB,Indore,Madhya Pradesh,India,Packaging
CUST00441,Riya Solutions 441,SMB,Kochi,Kerala,India,Automotive
CUST00442,Ishaan Industries 442,SMB,Hyderabad,Telangana,India,Packaging
CUST00443,Aditya Enterprises 443,SMB,Pune,Maharashtra,India,Electronics
CUST00444,Anaya Trading 444,Retail,Indore,Madhya Pradesh,India,Automotive
CUST00445,Aditya Systems 445,Enterprise,Pune,Maharashtra,India,Electronics
CUST00446,Meera Retail 446,SMB,Pune,Maharashtra,India,Packaging
CUST00447,Anaya Industries 447,Retail,Hyderabad,Telangana,India,IT
CUST00448,Anaya Enterprises 448,Enterprise,Jaipur,Rajasthan,India,Packaging
CUST00449,Riya Industries 449,SMB,Ahmedabad,Gujarat,India,Electronics
CUST00450,Meera Solutions 450,SMB,Kolkata,West Bengal,India,Packaging
CUST00451,Aarav Systems 451,SMB,Lucknow,Uttar Pradesh,India,IT
CUST00452,Anaya Enterprises 452,Retail,Indore,Madhya Pradesh,India,Safety
CUST00453,Kabir Retail 453,SMB,Jaipur,Rajasthan,India,IT
CUST00454,Aditya Systems 454,Enterprise,Mumbai,Maharashtra,India,Industrial
CUST00455,Riya Enterprises 455,SMB,Indore,Madhya Pradesh,India,Electronics
CUST00456,Meera Solutions 456,Enterprise,Ahmedabad,Gujarat,India,Automotive
CUST00457,Kabir Retail 457,Retail,Bengaluru,Karnataka,India,Industrial
CUST00458,Kabir Systems 458,Enterprise,Mumbai,Maharashtra,India,Industrial
CUST00459,Riya Systems 459,SMB,Indore,Madhya Pradesh,India,Electronics
CUST00460,Aditya Enterprises 460,Enterprise,Kochi,Kerala,India,Automotive
CUST00461,Aditya Systems 461,Retail,Indore,Madhya Pradesh,India,Packaging
CUST00462,Riya Industries 462,SMB,Pune,Maharashtra,India,Automotive
CUST00463,Riya Trading 463,SMB,Delhi,Delhi,India,Electronics
CUST00464,Vivaan Systems 464,Retail,Pune,Maharashtra,India,Packaging
CUST00465,Aditya Enterprises 465,Retail,Chennai,Tamil Nadu,India,Safety
CUST00466,Aditya Systems 466,Retail,Chennai,Tamil Nadu,India,Electronics
CUST00467,Anaya Retail 467,Retail,Delhi,Delhi,India,Packaging
CUST00468,Anaya Trading 468,SMB,Mumbai,Maharashtra,India,IT
CUST00469,Vivaan Systems 469,Retail,Pune,Maharashtra,India,Industrial
CUST00470,Vivaan Enterprises 470,SMB,Indore,Madhya Pradesh,India,Packaging
CUST00471,Anaya Industries 471,SMB,Mumbai,Maharashtra,India,Packaging
CUST00472,Vivaan Retail 472,SMB,Bengaluru,Karnataka,India,Packaging
CUST00473,Aditya Enterprises 473,Retail,Chennai,Tamil Nadu,India,Electronics
CUST00474,Aarav Solutions 474,Retail,Indore,Madhya Pradesh,India,Automotive
CUST00475,Vivaan Systems 475,Retail,Ahmedabad,Gujarat,India,Electronics
CUST00476,Riya Enterprises 476,SMB,Mumbai,Maharashtra,India,Safety
CUST00477,Aditya Systems 477,SMB,Chennai,Tamil Nadu,India,Automotive
CUST00478,Aditya Retail 478,SMB,Mumbai,Maharashtra,India,IT
CUST00479,Meera Solutions 479,SMB,Ahmedabad,Gujarat,India,Industrial
CUST00480,Aditya Retail 480,SMB,Lucknow,Uttar Pradesh,India,Automotive
CUST00481,Meera Industries 481,SMB,Bengaluru,Karnataka,India,Electronics
CUST00482,Riya Solutions 482,SMB,Pune,Maharashtra,India,Safety
CUST00483,Anaya Retail 483,SMB,Bengaluru,Karnataka,India,IT
CUST00484,Anaya Industries 484,SMB,Delhi,Delhi,India,IT
CUST00485,Riya Enterprises 485,SMB,Delhi,Delhi,India,Automotive
CUST00486,Riya Retail 486,SMB,Chennai,Tamil Nadu,India,Industrial
CUST00487,Vivaan Systems 487,SMB,Hyderabad,Telangana,India,Industrial
CUST00488,Anaya Systems 488,Enterprise,Lucknow,Uttar Pradesh,India,Industrial
CUST00489,Anaya Retail 489,SMB,Hyderabad,Telangana,India,IT
CUST00490,Aditya Trading 490,Retail,Jaipur,Rajasthan,India,Automotive
CUST00491,Ishaan Enterprises 491,Enterprise,Jaipur,Rajasthan,India,Packaging
CUST00492,Ishaan Industries 492,SMB,Bengaluru,Karnataka,India,Packaging
CUST00493,Ishaan Solutions 493,SMB,Delhi,Delhi,India,Industrial
CUST00494,Aarav Retail 494,SMB,Indore,Madhya Pradesh,India,Safety
CUST00495,Anaya Enterprises 495,Enterprise,Ahmedabad,Gujarat,India,Safety
CUST00496,Kabir Trading 496,SMB,Pune,Maharashtra,India,Packaging
CUST00497,Vivaan Solutions 497,SMB,Kolkata,West Bengal,India,Electronics
CUST00498,Ishaan Enterprises 498,Enterprise,Mumbai,Maharashtra,India,Safety
CUST00499,Riya Enterprises 499,Retail,Kolkata,West Bengal,India,IT
CUST00500,Meera Systems 500,SMB,Kochi,Kerala,India,Industrial
